nces_id,school_name,american_indian/alaska_native,asian,black,hispanic,white,native_hawaiian/pacific_islander,two_or_more,total_enrollment,student_teacher_ratio,zip,county,address,free_lunch,reduced_lunch,is_special_ed,is_charter,status
361767001587,AARON MOSSELL JUNIOR HIGH SCHOOL,3,4,53,71,421,1,68,621.0,9.5200000,14094,Niagara County,160 PASSAIC AVE,377.00000,47.00000,0,0,Open
361716001518,ABBEY LANE SCHOOL,0,170,7,172,266,0,15,630.0,12.7900000,11756,Nassau County,239 GARDINERS AVE,163.00000,22.00000,0,0,Open
361563001352,ABRAHAM LINCOLN ELEMENTARY SCHOOL,2,2,4,60,302,0,31,401.0,11.1400000,14701,Chautauqua County,301 FRONT ST,280.00000,0.00000,0,0,Open
360015201906,ABRAHAM LINCOLN HIGH SCHOOL,29,307,824,645,310,17,31,2163.0,17.1600000,11235,Kings County,2800 OCEAN PKWY,1728.00000,38.00000,0,0,Open
360231000002,ABRAHAM WING SCHOOL,0,2,1,12,113,0,15,143.0,9.5300000,12801,Warren County,120 LAWRENCE ST,87.00000,0.00000,0,0,Open
360798000568,ABRAM LANSING SCHOOL,1,3,42,52,176,0,46,320.0,13.8200000,12047,Albany County,26 JAMES ST,239.00000,5.00000,0,0,Open
360009505916,ACAD FOR COLLEGE PREP AND CAREER EXP,7,8,286,112,11,1,1,426.0,12.1300000,11226,Kings County,911 FLATBUSH AVE,371.00000,31.00000,0,0,Open
360008805810,ACAD-SCHOLARSHIP & ENTREPRENEURSHIP,12,4,255,113,7,3,0,394.0,12.1100000,10466,Bronx County,921 E 228TH ST,345.00000,6.00000,0,0,Open
360100106154,ACADEMIC LEADERSHIP CHARTER SCHOOL,5,2,172,195,11,1,4,390.0,22.9400000,10454,Bronx County,677 E 141ST ST,†,†,0,1,Open
360099706131,ACADEMY CHARTER SCHOOL,16,13,662,"1,183",5,1,15,1895.0,15.5900000,11550,Nassau County,117 N FRANKLIN AVE,1628.00000,59.00000,0,1,Open
368097306763,ACADEMY CHARTER SCHOOL 2 (THE),1,3,128,49,0,0,10,191.0,12.7300000,11798,Suffolk County,244-248 LONG ISLAND AVE,146.00000,6.00000,0,1,Open
360116906639,ACADEMY CHARTER SCHOOL-UNIONDALE,14,8,859,592,7,3,39,1522.0,14.9100000,11553,Nassau County,100 CHARLES LINDBERGH BLVD,971.00000,26.00000,0,1,Open
360009606054,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2,39,309,45,27,4,12,438.0,14.5100000,11236,Kings County,6565 FLATLANDS AVE,335.00000,15.00000,0,0,Open
360009705866,ACADEMY FOR EXCELLENCE IN LEADERSHIP,4,1,35,200,8,2,22,272.0,10.6300000,11237,Kings County,400 IRVING AVE,251.00000,4.00000,0,0,Open
360010006067,ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE),2,202,18,85,159,10,42,518.0,17.2700000,11375,Queens County,68-60 110TH ST,112.00000,17.00000,0,0,Open
360008605981,ACADEMY FOR LANGUAGE AND TECHNOLOGY,0,0,0,349,0,0,1,350.0,15.9100000,10453,Bronx County,1700 MACOMBS RD,348.00000,1.00000,0,0,Open
360010202535,ACADEMY FOR NEW AMERICANS,0,5,1,80,8,0,0,94.0,10.5700000,11102,Queens County,30-14 30TH ST,91.00000,0.00000,0,0,Open
360008706297,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,2,11,89,616,13,1,1,733.0,9.4500000,10468,Bronx County,120 E 184TH ST,687.00000,6.00000,0,0,Open
360012005884,ACADEMY FOR YOUNG WRITERS,5,13,281,133,9,3,8,452.0,8.7800000,11208,Kings County,1065 ELTON ST,404.00000,11.00000,0,0,Open
360010202562,ACADEMY OF AMERICAN STUDIES,5,329,46,501,491,3,24,1399.0,16.7400000,11101,Queens County,40-11 28TH ST,857.00000,107.00000,0,0,Open
360008405920,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,1,1,83,172,2,2,1,262.0,9.7000000,10454,Bronx County,345 BROOK AVE,244.00000,5.00000,0,0,Open
360009105901,ACADEMY OF ARTS AND LETTERS,13,36,272,98,261,4,39,723.0,13.2300000,11216,Kings County,344 MONROE ST,265.00000,7.00000,0,0,Open
360009805828,ACADEMY OF FINANCE AND ENTERPRISE,6,150,33,389,84,4,161,827.0,14.6800000,11101,Queens County,30-20 THOMSON AVE,633.00000,56.00000,0,0,Open
360119006669,ACADEMY OF HEALTH SCIENCES CHARTER SCHOOL,7,1,247,100,16,1,5,377.0,17.1400000,14615,Monroe County,1151 RIDGEWAY AVE,328.00000,3.00000,0,1,Open
360009505885,ACADEMY OF HOSPITALITY AND TOURISM,3,23,216,108,14,0,6,371.0,12.4700000,11226,Kings County,911 FLATBUSH AVE,298.00000,6.00000,0,0,Open
360012306079,ACADEMY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,11,15,225,325,18,1,13,608.0,12.2500000,11691,Queens County,8-21 BAY 25TH ST,514.00000,6.00000,0,0,Open
360008405786,ACADEMY OF PUBLIC RELATIONS,0,2,30,109,0,0,1,142.0,7.9300000,10456,Bronx County,778 FOREST AVE,131.00000,2.00000,0,0,Open
360015106120,ACADEMY OF TALENTED SCHOLARS (THE),0,119,5,32,200,2,6,364.0,8.0900000,11218,Kings County,50 AVE P,239.00000,5.00000,0,0,Open
360105306289,ACADEMY OF THE CITY CHARTER SCHOOL,7,183,41,410,86,1,3,731.0,20.3100000,11377,Queens County,31-29 60TH ST,†,†,0,1,Open
360009705552,ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),5,9,81,295,18,2,22,432.0,12.4900000,11237,Kings County,400 IRVING AVE,398.00000,22.00000,0,0,Open
360411000172,ACADEMY STREET ELEMENTARY SCHOOL,0,7,2,24,272,0,3,308.0,8.2900000,11705,Suffolk County,150 ACADEMY ST,24.00000,1.00000,0,0,Open
362667001421,ACADIA MIDDLE SCHOOL,0,109,25,57,502,0,43,736.0,12.6100000,12065,Saratoga County,970 RT 146,158.00000,11.00000,0,0,Open
360009005692,ACCION ACADEMY,2,2,24,151,2,0,0,181.0,6.6000000,10459,Bronx County,977 FOX ST,177.00000,1.00000,0,0,Open
362706003675,ACCOMPSETT ELEMENTARY SCHOOL,0,18,9,76,415,0,14,532.0,12.5200000,11787,Suffolk County,1 LINCOLN ST,55.00000,8.00000,0,0,Open
362706005840,ACCOMPSETT MIDDLE SCHOOL,0,25,7,72,410,1,8,523.0,9.4700000,11787,Suffolk County,660 MEADOW RD,69.00000,2.00000,0,0,Open
360009806223,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,4,48,3,299,178,0,24,556.0,15.8900000,11385,Queens County,55-20 METROPOLITAN AVE,344.00000,21.00000,0,0,Open
360102806237,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,14,63,426,348,12,2,6,871.0,19.8000000,11208,Kings County,350 LINWOOD ST,†,†,0,1,Open
360110906421,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,17,13,603,159,5,7,11,815.0,21.4500000,11208,Kings County,982 HEGEMAN AVE,†,†,0,1,Open
360096906014,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,6,4,654,160,4,5,11,844.0,14.3100000,11233,Kings County,2021 BERGEN ST-RM 149,†,†,0,1,Open
360014705821,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,13,8,"1,200",120,12,2,15,1370.0,15.3100000,11203,Kings County,790 E NEW YORK AVE,†,†,0,1,Open
360014905824,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,10,14,623,461,9,4,17,1138.0,32.5100000,11207,Kings County,557 PENNSYLVANIA AVE,†,†,0,1,Open
360017005867,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,6,2,571,78,8,2,7,674.0,16.0500000,11238,Kings County,510 WAVERLY AVE,†,†,0,1,Open
360123006738,ACHIEVEMENT FIRST LEGACY CHARTER SCHOOL,2,3,165,16,3,1,4,194.0,14.9200000,11412,Queens County,118-49 MONTAUK ST,†,†,0,1,Open
360111206517,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,9,7,502,107,5,5,11,646.0,32.3000000,11207,Kings County,800 VAN SICLEN AVE,†,†,0,1,Open
360112406457,ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,3,7,84,718,23,0,0,835.0,18.5600000,11221,Kings County,200 WOODBINE ST,†,†,0,1,Open
360114306591,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,1,3,127,19,4,0,0,154.0,12.8300000,11226,Kings County,601 PARKSIDE AVE,†,†,0,1,Open
360016605902,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,5,10,204,678,17,1,5,920.0,16.4300000,11237,Kings County,1300 GREENE AVE,†,†,0,1,Open
360012206032,ACTIVE LEARNING ELEMENTARY SCHOOL (THE),2,418,2,27,5,0,8,462.0,16.5000000,11367,Queens County,137-20 FRANKLIN AVE,332.00000,19.00000,0,0,Open
360237000007,ADDISON MIDDLE/HIGH SCHOOL,0,2,2,8,497,0,6,515.0,10.3300000,14801,Steuben County,1 COLWELL ST,233.00000,1.00000,0,0,Open
360504000241,ADIRONDACK HIGH SCHOOL,0,0,4,0,361,0,4,370.0,†,13309,Oneida County,8181 STATE RT 294,149.00000,6.00000,0,0,Open
360504004187,ADIRONDACK MIDDLE SCHOOL,0,0,2,1,263,0,1,267.0,†,13309,Oneida County,8181 STATE RT 294,111.00000,2.00000,0,0,Open
360119506687,AECI II: NYC CHARTER HS,2,0,118,336,1,0,3,460.0,14.8400000,10452,Bronx County,116 E 169TH ST,456.00000,1.00000,0,1,Open
362961003984,AFRICAN ROAD ELEMENTARY SCHOOL,0,100,22,10,160,0,14,306.0,11.6700000,13850,Broome County,600 S BENITA BLVD,98.00000,5.00000,0,0,Open
360240000010,AFTON ELEMENTARY SCHOOL,0,1,4,10,194,0,4,213.0,8.4500000,13730,Chenango County,PO BOX 5,105.00000,1.00000,0,0,Open
360240000011,AFTON JUNIOR/SENIOR HIGH SCHOOL,0,1,6,13,217,0,9,247.0,7.8700000,13730,Chenango County,PO BOX 5,133.00000,0.00000,0,0,Open
360243000012,AKRON ELEMENTARY SCHOOL,81,0,3,4,430,0,29,547.0,10.7400000,14001,Erie County,47 BLOOMINGDALE AVE,216.00000,12.00000,0,0,Open
360243000013,AKRON HIGH SCHOOL,39,0,2,4,321,0,17,383.0,10.0700000,14001,Erie County,47 BLOOMINGDALE AVE,156.00000,6.00000,0,0,Open
360243005012,AKRON MIDDLE SCHOOL,40,3,1,1,217,0,11,273.0,9.0900000,14001,Erie County,47 BLOOMINGDALE AVE,100.00000,13.00000,0,0,Open
361098000875,ALBANY AVENUE ELEMENTARY SCHOOL,1,30,23,97,347,1,25,524.0,10.7100000,11758,Nassau County,101 ALBANY AVE,90.00000,10.00000,0,0,Open
361738001541,ALBANY AVENUE SCHOOL,0,26,13,251,212,0,9,511.0,12.5300000,11757,Suffolk County,180 ALBANY AVE,227.00000,28.00000,0,0,Open
362937003946,ALBANY ELEMENTARY SCHOOL,0,77,74,89,206,0,28,475.0,12.5800000,13501,Oneida County,1151 ALBANY ST,337.00000,6.00000,0,0,Open
360246000014,ALBANY HIGH SCHOOL,9,305,"1,191",643,460,4,149,2768.0,12.6300000,12203,Albany County,700 WASHINGTON AVE,1805.00000,2.00000,0,0,Open
360100606202,ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS,3,30,245,68,37,1,8,392.0,†,12208,Albany County,19 HACKETT BLVD,330.00000,0.00000,0,1,Open
360246000026,ALBANY SCHOOL OF HUMANITIES,1,32,144,55,61,1,38,332.0,10.7900000,12209,Albany County,108 WHITEHALL RD,183.00000,0.00000,0,0,Open
368010004624,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,0,13,53,34,184,0,17,302.0,2.8400000,12205,Albany County,900 WATERVLIET-SHAKER RD-STE 102,†,†,1,0,Open
362684003658,ALBERT G PRODELL MIDDLE SCHOOL,2,14,6,63,346,1,13,445.0,9.1100000,11786,Suffolk County,100 RANDALL RD,†,†,0,0,Open
362049001892,ALBERT LEONARD MIDDLE SCHOOL,1,63,243,339,370,5,22,1043.0,10.5600000,10804,Westchester County,25 GERADA LN,377.00000,15.00000,0,0,Open
360010202466,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,5,85,53,185,65,3,6,402.0,11.2400000,11106,Queens County,31-51 21ST ST,331.00000,10.00000,0,0,Open
362415003323,ALBERTUS W BECKER SCHOOL,0,6,16,38,336,0,20,416.0,10.8600000,12158,Albany County,1146 RT 9W,149.00000,8.00000,0,0,Open
360255006572,ALDEN INTERMEDIATE SCHOOL,2,2,3,6,317,0,8,338.0,11.2400000,14004,Erie County,1648 CRITTENDEN RD,92.00000,9.00000,0,0,Open
360255000038,ALDEN MIDDLE SCHOOL,3,1,2,5,343,0,2,356.0,10.8800000,14004,Erie County,13250 PARK ST,95.00000,11.00000,0,0,Open
361938001770,ALDEN PLACE ELEMENTARY SCHOOL,0,3,6,17,143,0,12,181.0,9.8900000,12545,Dutchess County,PO BOX AA,52.00000,4.00000,0,0,Open
360255000041,ALDEN PRIMARY AT TOWNLINE,1,2,2,11,265,0,9,290.0,13.3800000,14004,Erie County,11197 BROADWAY,87.00000,14.00000,0,0,Open
360255000039,ALDEN SENIOR HIGH SCHOOL,5,5,1,12,469,1,3,496.0,14.4500000,14004,Erie County,13190 PARK ST,121.00000,16.00000,0,0,Open
361062000831,ALDEN TERRACE SCHOOL,4,161,164,56,4,6,5,400.0,11.2300000,11580,Nassau County,1835 CENTRAL AVE,167.00000,23.00000,0,0,Open
360258000042,ALEXANDER ELEMENTARY SCHOOL,0,0,3,27,289,0,7,326.0,7.8200000,14005,Genesee County,3314 BUFFALO ST,114.00000,10.00000,0,0,Open
361065000837,ALEXANDER HAMILTON HIGH SCHOOL,0,29,104,313,19,2,10,477.0,10.2900000,10523,Westchester County,98 S GOODWIN AVE,234.00000,10.00000,0,0,Open
360258000043,ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,0,1,3,10,381,0,13,408.0,8.8600000,14005,Genesee County,3314 BUFFALO ST,109.00000,20.00000,0,0,Open
360267000044,ALEXANDRIA CENTRAL ELEMENTARY SCHOOL,0,0,4,6,235,0,4,249.0,9.6700000,13607,Jefferson County,34 BOLTON AVE,99.00000,11.00000,0,0,Open
360267004333,ALEXANDRIA CENTRAL HIGH SCHOOL,3,0,1,6,207,1,4,224.0,9.7700000,13607,Jefferson County,34 BOLTON AVE,111.00000,12.00000,0,0,Open
360270000045,ALFRED-ALMOND ELEMENTARY SCHOOL,0,6,2,14,236,0,8,267.0,11.1300000,14804,Allegany County,6795 RT 21,105.00000,20.00000,0,0,Open
360270000046,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL,0,7,0,7,221,0,8,243.0,8.3800000,14804,Allegany County,6795 RT 21,86.00000,9.00000,0,0,Open
360001600110,ALGONQUIN MIDDLE SCHOOL,1,1,5,26,554,0,26,615.0,11.9300000,12018,Rensselaer County,333 NY RT 351,164.00000,7.00000,0,0,Open
361065000838,ALICE E GRADY ELEMENTARY SCHOOL,1,28,95,242,30,1,7,404.0,11.1100000,10523,Westchester County,45 COBB LN,†,†,0,0,Open
360009705537,ALL CITY LEADERSHIP SECONDARY SCHOOL,4,29,57,273,49,1,18,431.0,14.0300000,11237,Kings County,321 PALMETTO ST,310.00000,26.00000,0,0,Open
360001500052,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,6,6,3,10,435,0,23,483.0,12.5900000,14706,Cattaraugus County,120 MAPLE AVE,185.00000,10.00000,0,0,Open
360001500053,ALLEGANY-LIMESTONE MIDDLE-HIGH SCHOOL,2,9,6,5,513,0,20,555.0,9.7300000,14706,Cattaraugus County,3131 FIVE MILE RD,224.00000,4.00000,0,0,Open
361738001542,ALLEGHANY AVENUE SCHOOL,0,8,16,85,186,1,2,298.0,8.3800000,11757,Suffolk County,250 S ALLEGHANY AVE,122.00000,18.00000,0,0,Open
362316003235,ALLEN CREEK SCHOOL,0,23,7,21,273,0,26,350.0,13.5200000,14618,Monroe County,3188 EAST AVE,†,†,0,0,Open
362121002994,ALLEN ROAD ELEMENTARY SCHOOL,0,12,17,19,245,0,32,325.0,10.2500000,13212,Onondaga County,803 ALLEN RD,111.00000,3.00000,0,0,Open
363078004140,ALLENDALE ELEMENTARY SCHOOL,1,4,5,27,455,0,29,521.0,12.2000000,14224,Erie County,1399 ORCHARD PARK RD,160.00000,21.00000,0,0,Open
361308001069,ALTAMONT ELEMENTARY SCHOOL,3,35,4,15,240,0,9,306.0,9.4900000,12009,Albany County,PO BOX 648,69.00000,7.00000,0,0,Open
360282006344,ALTMAR-PARISH-WILLIAMSTOWN ELEMENTARY SCHOOL,2,0,1,6,544,0,25,578.0,11.8000000,13131,Oswego County,640 COUNTY RT 22,294.00000,5.00000,0,0,Open
360282000055,ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL,2,1,2,13,382,0,25,425.0,8.3600000,13131,Oswego County,PO BOX 970,216.00000,0.00000,0,0,Open
361413001153,ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL,1,12,222,657,2,0,6,900.0,14.1100000,11550,Nassau County,70 GREENWICH ST,611.00000,42.00000,0,0,Open
360288000059,AMAGANSETT SCHOOL,0,1,2,27,93,0,1,124.0,7.7500000,11930,Suffolk County,PO BOX 7062,†,†,0,0,Open
360105106291,AMANI PUBLIC CHARTER SCHOOL,3,0,320,15,2,0,3,343.0,†,10550,Westchester County,60 S 3RD AVE,212.00000,0.00000,0,1,Open
360003904439,AMBER CHARTER SCHOOL EAST HARLEM,2,3,78,220,8,0,1,312.0,14.1800000,10029,New York County,220 E 106TH ST,296.00000,13.00000,0,1,Open
360122806736,AMBER CHARTER SCHOOL INWOOD,0,1,18,121,4,0,1,145.0,12.6100000,10034,New York County,532 W 215TH ST,122.00000,6.00000,0,1,Open
360114906588,AMBER CHARTER SCHOOL KINGSBRIDGE,1,6,84,595,10,5,9,710.0,14.2000000,10463,Bronx County,3120 CORLEAR AVE,576.00000,31.00000,0,1,Open
360111906495,AMERICAN DREAM CHARTER SCHOOL,0,2,36,539,2,1,0,580.0,10.0000000,10454,Bronx County,403 CONCORD AVE,547.00000,12.00000,0,1,Open
360007704454,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,2,6,24,133,7,0,2,174.0,6.2800000,10010,New York County,223 E 23RD ST,147.00000,2.00000,1,0,Open
360292000061,AMHERST CENTRAL HIGH SCHOOL,5,113,122,49,556,0,40,886.0,10.9600000,14226,Erie County,4301 MAIN ST,257.00000,10.00000,0,0,Open
360292004335,AMHERST MIDDLE SCHOOL,2,59,91,37,407,0,50,646.0,8.8400000,14226,Erie County,55 KINGS HWY,191.00000,13.00000,0,0,Open
360008305643,AMISTAD DUAL LANGUAGE SCHOOL,2,1,4,384,1,0,1,393.0,9.4300000,10034,New York County,4862 BROADWAY,317.00000,13.00000,0,0,Open
360294000063,AMITYVILLE MEMORIAL HIGH SCHOOL,7,15,303,573,32,2,21,953.0,10.5700000,11701,Suffolk County,250 MERRICK RD,594.00000,7.00000,0,0,Open
360008705993,AMPARK NEIGHBORHOOD,3,14,33,192,37,1,26,306.0,12.2400000,10463,Bronx County,3961 HILLMAN AVE,171.00000,4.00000,0,0,Open
360297000068,AMSTERDAM HIGH SCHOOL,2,19,66,613,432,2,66,1200.0,14.3600000,12010,Montgomery County,140 SARATOGA AVE,783.00000,11.00000,0,0,Open
360007805773,ANDERSON SCHOOL (THE),1,167,17,46,221,0,58,510.0,17.5900000,10024,New York County,100 W 77TH ST,48.00000,4.00000,0,0,Open
360300000076,ANDES CENTRAL SCHOOL,0,0,0,1,77,0,0,78.0,4.5100000,13731,Delaware County,PO BOX 248,3.00000,0.00000,0,0,Open
360303000077,ANDOVER ELEMENTARY SCHOOL,1,2,1,3,239,0,9,255.0,7.9700000,14806,Allegany County,PO BOX G,73.00000,11.00000,0,0,Open
362925003935,ANDREW J SMITH ELEMENTARY SCHOOL,0,0,0,26,283,0,12,321.0,11.9500000,13160,Cayuga County,PO BOX 760,113.00000,8.00000,0,0,Open
361941001774,ANDREW MULLER PRIMARY SCHOOL,0,10,10,46,365,0,13,444.0,10.2000000,11764,Suffolk County,65 LOWER ROCKY PT RD,83.00000,3.00000,0,0,Open
360687000471,ANDREW T MORROW SCHOOL,1,14,97,646,23,1,12,794.0,13.1600000,11749,Suffolk County,299 SYCAMORE AVE,545.00000,28.00000,0,0,Open
360015302755,ANDRIES HUDDE,6,54,205,66,55,3,2,391.0,9.9100000,11210,Kings County,2500 NOSTRAND AVE,349.00000,2.00000,0,0,Open
360008703812,ANGELO PATRI MIDDLE SCHOOL (THE),3,1,70,276,0,0,1,351.0,9.0800000,10457,Bronx County,2225 WEBSTER AVE,333.00000,3.00000,0,0,Open
361071000845,ANN G MCGUINNESS ELEMENTAR SCHOOL,0,4,26,16,243,2,27,318.0,12.4700000,13760,Broome County,1301 UNION CENTER MAIN HWY,162.00000,0.00000,0,0,Open
361770001591,ANN MACARTHUR PRIMARY,0,12,3,43,145,0,1,204.0,13.3400000,11560,Nassau County,100 RYEFIELD RD,28.00000,3.00000,0,0,Open
361767001579,ANNA MERRITT ELEMENTARY SCHOOL,0,0,39,27,197,0,54,317.0,11.5800000,14094,Niagara County,389 GREEN ST,218.00000,23.00000,0,0,Open
362475003386,ANNA MURRAY-DOUGLASS ACADEMY,2,22,297,334,76,1,50,782.0,13.6000000,14620,Monroe County,999 SOUTH AVE,653.00000,0.00000,0,0,Open
362352003283,ANNA S KUHL ELEMENTARY SCHOOL,3,11,68,189,422,1,59,753.0,11.1000000,12771,Orange County,11 EAST MAIN ST,462.00000,0.00000,0,0,Open
361008000783,ANNE HUTCHINSON SCHOOL,3,72,5,74,266,0,5,425.0,9.6300000,10709,Westchester County,60 MILL RD,†,†,0,0,Open
362202003118,ANNE M DORNER MIDDLE SCHOOL,0,28,88,703,179,1,30,1031.0,10.7600000,10562,Westchester County,VAN CORTLANDT AVE,552.00000,44.00000,0,0,Open
360687001061,ANTHONY ALFANO ELEMENTARY SCHOOL,2,3,57,414,15,0,6,497.0,12.6600000,11722,Suffolk County,50 WHEELER RD,368.00000,33.00000,0,0,Open
360008505984,ANTONIA PANTOJA PREPARATORY ACADEMY - A COLLEGE BOARD SCHOOL,4,23,75,280,9,1,4,396.0,9.6300000,10473,Bronx County,1980 LAFAYETTE AVE,357.00000,5.00000,0,0,Open
361530001286,ANTWERP PRIMARY SCHOOL,0,2,18,27,98,2,10,157.0,9.8900000,13608,Jefferson County,PO BOX 10,63.00000,30.00000,0,0,Open
362217003136,APALACHIN ELEMENTARY SCHOOL,0,0,3,7,355,0,11,376.0,13.7800000,13732,Tioga County,405 PENNSYLVANIA AVE,116.00000,6.00000,0,0,Open
362469003354,AQUEBOGUE ELEMENTARY SCHOOL,0,0,30,274,124,0,8,436.0,8.7100000,11931,Suffolk County,499 MAIN RD,176.00000,0.00000,0,0,Open
360246000015,ARBOR HILL ELEMENTARY SCHOOL,1,12,165,60,18,0,21,277.0,9.9600000,12207,Albany County,1 ARBOR DR,230.00000,0.00000,0,0,Open
360897000683,ARCADE ELEMENTARY SCHOOL,1,6,0,10,482,0,7,506.0,11.2900000,14009,Wyoming County,PO BOX 9,229.00000,12.00000,0,0,Open
361263001031,ARCADIA HIGH SCHOOL,0,40,167,195,555,0,62,1023.0,10.8300000,14612,Monroe County,120 ISLAND COTTAGE RD,504.00000,75.00000,0,0,Open
361263000475,ARCADIA MIDDLE SCHOOL,1,34,119,123,362,0,47,686.0,9.8900000,14612,Monroe County,130 ISLAND COTTAGE RD,388.00000,39.00000,0,0,Open
360009006266,ARCHER ELEMENTARY SCHOOL,8,41,64,184,4,1,5,307.0,11.3700000,10460,Bronx County,1827 ARCHER ST,280.00000,4.00000,0,0,Open
361155000909,ARCHER STREET SCHOOL,1,6,73,352,7,0,10,449.0,9.0700000,11520,Nassau County,255 ARCHER ST,282.00000,17.00000,0,0,Open
360008505985,ARCHIMEDES ACAD-MATH SCI TECH,14,31,109,324,15,1,2,496.0,9.4700000,10473,Bronx County,456 WHITE PLAINS RD,441.00000,2.00000,0,0,Open
360318000080,ARDSLEY HIGH SCHOOL,0,161,25,129,401,1,31,748.0,9.5400000,10502,Westchester County,300 FARM RD,†,†,0,0,Open
360318000081,ARDSLEY MIDDLE SCHOOL,1,152,26,101,421,0,65,766.0,10.9000000,10502,Westchester County,700 ASHFORD AVE,†,†,0,0,Open
360321004850,ARGYLE ELEMENTARY SCHOOL,0,0,0,9,247,0,7,263.0,11.0800000,12809,Washington County,5023 STATE RT 40,110.00000,9.00000,0,0,Open
360321000083,ARGYLE JUNIOR/SENIOR HIGH SCHOOL,0,2,1,5,224,0,2,234.0,9.0200000,12809,Washington County,5023 STATE RT 40,105.00000,7.00000,0,0,Open
360324000085,ARKPORT CENTRAL SCHOOL,3,3,2,26,413,0,9,456.0,9.5800000,14807,Steuben County,PO BOX 70,181.00000,25.00000,0,0,Open
360327000088,ARLINGTON HIGH SCHOOL,3,83,253,560,"1,447",2,121,2472.0,13.5800000,12540,Dutchess County,1157 RT 55,635.00000,71.00000,0,0,Open
361335001095,ARMOR ELEMENTARY SCHOOL,0,1,3,21,281,2,6,314.0,15.0400000,14075,Erie County,5301 ABBOTT RD,54.00000,9.00000,0,0,Open
362667003633,ARONGEN ELEMENTARY SCHOOL,0,88,32,52,362,0,46,580.0,12.1700000,12065,Saratoga County,489 CLIFTON PK CTR RD,129.00000,6.00000,0,0,Open
